Fasta	Genome	contig	Start	Stop	protID	name	url
GCF-000012705-protein3349.fasta	GCF_000012705	NC_007432.1	1298933	1302386	3349	Streptococcal C5a peptidase	http://purl.uniprot.org/uniprot/Q8E4T9
GCF-001026925-protein2201.fasta	GCF_001026925	NZ_CP010867.1	228486	229347	2201	Fatty acid-binding protein DegV	http://purl.uniprot.org/uniprot/A0A1F0CDI3
GCF-001026925-protein3979.fasta	GCF_001026925	NZ_CP010867.1	2053632	2055615	3979	DHH family phosphoesterase	http://purl.uniprot.org/uniprot/S9MFE0
GCF-000689235-protein1573.fasta	GCF_000689235	NZ_HG939456.1	1645877	1647080	1573	Major facilitator family protein	http://purl.uniprot.org/uniprot/F8Y2R1
GCF-000689235-protein222.fasta	GCF_000689235	NZ_HG939456.1	237779	242150	222	Restriction endonuclease	http://purl.uniprot.org/uniprot/A0A1J7VN78
GCF-001026925-protein3623.fasta	GCF_001026925	NZ_CP010867.1	1705442	1705802	3623	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y2R4
GCF-001026925-protein3259.fasta	GCF_001026925	NZ_CP010867.1	1334486	1334867	3259	Transposase	http://purl.uniprot.org/uniprot/S8HE62
GCF-001026925-protein3862.fasta	GCF_001026925	NZ_CP010867.1	1935679	1936447	3862	cAMP factor	http://purl.uniprot.org/uniprot/M1F1I5
GCF-001026925-protein3120.fasta	GCF_001026925	NZ_CP010867.1	1186961	1188911	3120	DNA topoisomerase 4 subunit B	http://purl.uniprot.org/uniprot/A0A1A9E1J5
GCF-001026925-protein3141.fasta	GCF_001026925	NZ_CP010867.1	1206778	1208236	3141	Capsular polysaccharide biosynthesis protein CpsA	http://purl.uniprot.org/uniprot/Q1G5T1
GCF-001026925-protein2988.fasta	GCF_001026925	NZ_CP010867.1	1055931	1056348	2988	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EMW9
GCF-000689235-protein1437.fasta	GCF_000689235	NZ_HG939456.1	1514823	1515603	1437	Tyrosine recombinase XerD-like	http://purl.uniprot.org/uniprot/A0A0G2Z329
GCF-001026925-protein2519.fasta	GCF_001026925	NZ_CP010867.1	551163	551721	2519	Membrane protein	http://purl.uniprot.org/uniprot/S9BG54
GCF-001026925-protein3058.fasta	GCF_001026925	NZ_CP010867.1	1128051	1128888	3058	NAD kinase	http://purl.uniprot.org/uniprot/Q8E571
GCF-000012705-protein2749.fasta	GCF_000012705	NC_007432.1	654903	660228	2749		
GCF-000689235-protein583.fasta	GCF_000689235	NZ_HG939456.1	612266	612989	583	3-ketoacyl-ACP reductase	http://purl.uniprot.org/uniprot/S9B282
GCF-001026925-protein3062.fasta	GCF_001026925	NZ_CP010867.1	1131370	1132486	3062	Cysteine desulfurase	http://purl.uniprot.org/uniprot/F8Y0P6
GCF-001026925-protein3608.fasta	GCF_001026925	NZ_CP010867.1	1688043	1688922	3608	Ribonuclease HIII	http://purl.uniprot.org/uniprot/A0A1D0CUR1
GCF-000689235-protein32.fasta	GCF_000689235	NZ_HG939456.1	51103	51991	32	N-acetylneuraminate transport system permease protein	http://purl.uniprot.org/uniprot/F8XXF2
GCF-000007265-protein1790.fasta	GCF_000007265	NC_004116.1	1845438	1845783	1790	Putative tail-component	http://purl.uniprot.org/uniprot/A0A1P8VVU6
GCF-000689235-protein1963.fasta	GCF_000689235	NZ_HG939456.1	2032818	2033487	1963	L-serine dehydratase, iron-sulfur-dependent, beta subunit	http://purl.uniprot.org/uniprot/F8Y3W9
GCF-001026925-protein2091.fasta	GCF_001026925	NZ_CP010867.1	108509	109757	2091	GntR family transcriptional regulator	http://purl.uniprot.org/uniprot/S9KWA2
GCF-000689235-protein1426.fasta	GCF_000689235	NZ_HG939456.1	1504717	1505308	1426	ATP-dependent Clp protease proteolytic subunit	http://purl.uniprot.org/uniprot/Q3JZV0
GCF-001026925-protein2710.fasta	GCF_001026925	NZ_CP010867.1	752227	755767	2710	Chromosome partition protein Smc	http://purl.uniprot.org/uniprot/S9KWJ1
GCF-001026925-protein2267.fasta	GCF_001026925	NZ_CP010867.1	289065	290895	2267	Alpha-glycerophosphate oxidase	http://purl.uniprot.org/uniprot/A0A1F0C9S6
GCF-000689235-protein1961.fasta	GCF_000689235	NZ_HG939456.1	2030808	2031420	1961	UPF0056 membrane protein	http://purl.uniprot.org/uniprot/F8Y3W7
GCF-000012705-protein3474.fasta	GCF_000012705	NC_007432.1	1427723	1428872	3474	Glycosyl transferase	http://purl.uniprot.org/uniprot/S9KWR1
GCF-000007265-protein1823.fasta	GCF_000007265	NC_004116.1	1865087	1865468	1823	Phage protein	http://purl.uniprot.org/uniprot/A0A116MJL0
GCF-001026925-protein2806.fasta	GCF_001026925	NZ_CP010867.1	855568	856996	2806	Glyceraldehyde-3-phosphate dehydrogenase	http://purl.uniprot.org/uniprot/A0A1F0CFJ5
GCF-001026925-protein3253.fasta	GCF_001026925	NZ_CP010867.1	1326316	1328086	3253	Lipid A export ATP-bindingpermease protein MsbA	http://purl.uniprot.org/uniprot/A0A0E1EI75
GCF-000689235-protein1315.fasta	GCF_000689235	NZ_HG939456.1	1392765	1393827	1315	Peptidase	http://purl.uniprot.org/uniprot/A0A1J7WCN2
GCF-000196055-protein486.fasta	GCF_000196055	NC_004368.1	506076	506619	486	Uncharacterized protein	http://purl.uniprot.org/uniprot/S9L5J1
GCF-000007265-protein1819.fasta	GCF_000007265	NC_004116.1	1863545	1863755	1819	DNA-binding protein	http://purl.uniprot.org/uniprot/A0A1F0C5P2
GCF-001026925-protein2663.fasta	GCF_001026925	NZ_CP010867.1	699688	703006	2663	Erythrocyte binding protein 2	http://purl.uniprot.org/uniprot/A0A0H1TJ67
GCF-001026925-protein2578.fasta	GCF_001026925	NZ_CP010867.1	610620	615912	2578	YSIRK signal domain/LPXTG anchor domain surface protein	http://purl.uniprot.org/uniprot/A0A1C0BB12
GCF-001026925-protein2831.fasta	GCF_001026925	NZ_CP010867.1	881415	883362	2831	DNA ligase	http://purl.uniprot.org/uniprot/A0A1D0CT95
GCF-000689235-protein1868.fasta	GCF_000689235	NZ_HG939456.1	1946976	1948599	1868	60 kDa chaperonin	http://purl.uniprot.org/uniprot/Q3JYQ0
GCF-000689235-protein1669.fasta	GCF_000689235	NZ_HG939456.1	1745625	1746666	1669	Elongation factor Ts	http://purl.uniprot.org/uniprot/P64055
GCF-000012705-protein2236.fasta	GCF_000012705	NC_007432.1	144016	145039	2236	IS30 family transposase ISSag3	http://purl.uniprot.org/uniparc/UPI00005BB1E8
GCF-001026925-protein4004.fasta	GCF_001026925	NZ_CP010867.1	2078752	2080180	4004	Arginine/ornithine antiporter	http://purl.uniprot.org/uniprot/Q8DWP9
GCF-001026925-protein2101.fasta	GCF_001026925	NZ_CP010867.1	118554	119001	2101	Deoxyuridine 5'-triphosphate nucleotidohydrolase	http://purl.uniprot.org/uniprot/F8XXQ0
GCF-000689235-protein1604.fasta	GCF_000689235	NZ_HG939456.1	1678616	1679486	1604	5'-nucleotidase, lipoprotein e(P4) family	http://purl.uniprot.org/uniprot/A0A1J7VV87
GCF-001026925-protein3077.fasta	GCF_001026925	NZ_CP010867.1	1146893	1147382	3077	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	http://purl.uniprot.org/uniprot/A0A0H1Q675
GCF-001026925-protein2583.fasta	GCF_001026925	NZ_CP010867.1	620566	622522	2583	DNA polymerase I	http://purl.uniprot.org/uniparc/UPI00005C65A3
GCF-001026925-protein2854.fasta	GCF_001026925	NZ_CP010867.1	907455	910689	2854	ATP-dependent helicase/deoxyribonuclease subunit B	http://purl.uniprot.org/uniprot/Q3K1I5
GCF-000012705-protein2547.fasta	GCF_000012705	NC_007432.1	472340	472625	2547	PTS galactitol transporter subunit IIB	http://purl.uniprot.org/uniparc/UPI00005BB225
GCF-001026925-protein2134.fasta	GCF_001026925	NZ_CP010867.1	152856	154089	2134	Cysteine desulfurase	http://purl.uniprot.org/uniprot/A0A0H1V4Y6
GCF-001026925-protein2743.fasta	GCF_001026925	NZ_CP010867.1	784535	786335	2743	Oligoendopeptidase F, putative	http://purl.uniprot.org/uniprot/Q8E0H3
GCF-000427035-protein4018.fasta	GCF_000427035	NC_021485.1	1968079	1968808	4018	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1C0BF47
GCF-000689235-protein1467.fasta	GCF_000689235	NZ_HG939456.1	1543287	1543842	1467	Membrane protein	http://purl.uniprot.org/uniprot/S8HBK2
GCF-000196055-protein1976.fasta	GCF_000196055	NC_004368.1	2044612	2044942	1976	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0000053916
GCF-000196055-protein482.fasta	GCF_000196055	NC_004368.1	503114	503666	482		
GCF-001026925-protein2781.fasta	GCF_001026925	NZ_CP010867.1	830529	831558	2781	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	http://purl.uniprot.org/uniprot/Q3K1Q9
GCF-001026925-protein3210.fasta	GCF_001026925	NZ_CP010867.1	1284418	1284652	3210	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A076YT96
GCF-000689235-protein15.fasta	GCF_000689235	NZ_HG939456.1	30430	31399	15	Ribose-phosphate pyrophosphokinase 1	http://purl.uniprot.org/uniprot/Q8E2H0
GCF-000007265-protein369.fasta	GCF_000007265	NC_004116.1	390992	391343	369	Ribosome-binding factor A	http://purl.uniprot.org/uniprot/Q3K301
GCF-001026925-protein2964.fasta	GCF_001026925	NZ_CP010867.1	1030020	1031292	2964	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7W033
GCF-001026925-protein3336.fasta	GCF_001026925	NZ_CP010867.1	1411590	1413324	3336	Surface protein	http://purl.uniprot.org/uniprot/A0A0H1VXH6
GCF-000012705-protein3980.fasta	GCF_000012705	NC_007432.1	1942415	1943444	3980	Cro/Cl family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0H1GME8
GCF-000427035-protein4089.fasta	GCF_000427035	NC_021485.1	2036532	2037672	4089	DNA recombination/repair protein RecA	http://purl.uniprot.org/uniparc/UPI0002BA1F16
GCF-000689235-protein1939.fasta	GCF_000689235	NZ_HG939456.1	2014653	2014995	1939	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005BB4DA
GCF-001026925-protein4013.fasta	GCF_001026925	NZ_CP010867.1	2091190	2091964	4013	ParB-like protein	http://purl.uniprot.org/uniprot/E7S171
GCF-001026925-protein2765.fasta	GCF_001026925	NZ_CP010867.1	812040	812694	2765	Competence protein CelA	http://purl.uniprot.org/uniprot/S9LY98
GCF-000196055-protein657.fasta	GCF_000196055	NC_004368.1	673641	674664	657	Permease	http://purl.uniprot.org/uniprot/S9MGQ1
GCF-000689235-protein137.fasta	GCF_000689235	NZ_HG939456.1	150525	151365	137	Undecaprenyl-diphosphatase	http://purl.uniprot.org/uniprot/F8XXS8
GCF-000689235-protein1955.fasta	GCF_000689235	NZ_HG939456.1	2023592	2024204	1955	30S ribosomal protein S4	http://purl.uniprot.org/uniprot/F8Y3W1
GCF-000427035-protein2203.fasta	GCF_000427035	NC_021485.1	82046	82589	2203	50S ribosomal protein L5	http://purl.uniprot.org/uniparc/UPI000332E69A
GCF-000007265-protein578.fasta	GCF_000007265	NC_004116.1	584577	584823	578	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1F0CHW4
GCF-000689235-protein953.fasta	GCF_000689235	NZ_HG939456.1	1018514	1018853	953	Ribonucleoside-triphosphate reductase	http://purl.uniprot.org/uniprot/A0A0E1EHP8
GCF-000007265-protein2049.fasta	GCF_000007265	NC_004116.1	2096490	2097411	2049	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1F0C7S5
GCF-000689235-protein347.fasta	GCF_000689235	NZ_HG939456.1	377645	379067	347	Guanine permease	http://purl.uniprot.org/uniprot/S9CWW0
GCF-000689235-protein896.fasta	GCF_000689235	NZ_HG939456.1	954820	956134	896	ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein	http://purl.uniprot.org/uniprot/E7S4G3
GCF-001026925-protein2922.fasta	GCF_001026925	NZ_CP010867.1	988471	989881	2922	FtsKSpoIIIE family protein	http://purl.uniprot.org/uniprot/A0A0H1WB60
GCF-001026925-protein2385.fasta	GCF_001026925	NZ_CP010867.1	413831	414572	2385	Membrane protein	http://purl.uniprot.org/uniprot/S9KTY5
GCF-000689235-protein264.fasta	GCF_000689235	NZ_HG939456.1	289755	291360	264	ABC transporter permease	http://purl.uniprot.org/uniprot/S9B9Z3
GCF-000007265-protein1000.fasta	GCF_000007265	NC_004116.1	1036131	1036437	1000	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y0E6
GCF-001026925-protein3051.fasta	GCF_001026925	NZ_CP010867.1	1119634	1120618	3051	GMP reductase	http://purl.uniprot.org/uniprot/Q8E578
GCF-001026925-protein2732.fasta	GCF_001026925	NZ_CP010867.1	775470	776121	2732	Riboflavin synthase subunit alpha	http://purl.uniprot.org/uniprot/S9KTA4
GCF-000007265-protein1808.fasta	GCF_000007265	NC_004116.1	1856025	1856517	1808	Nucleoside triphosphate pyrophosphohydrolase	http://purl.uniprot.org/uniprot/A0A1P8VVP1
GCF-000196055-protein409.fasta	GCF_000196055	NC_004368.1	426876	427134	409	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BBE8DB
GCF-000427035-protein3557.fasta	GCF_000427035	NC_021485.1	1505040	1508289	3557	accessory Sec-dependent LPXTG-anchored adhesin	http://purl.uniprot.org/uniparc/UPI000332DC5A
GCF-000689235-protein310.fasta	GCF_000689235	NZ_HG939456.1	338704	339028	310	PTS cellobiose transporter subunit IIA	http://purl.uniprot.org/uniprot/S8HJG2
GCF-000012705-protein2643.fasta	GCF_000012705	NC_007432.1	556552	558106	2643	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005BB251
GCF-000689235-protein1772.fasta	GCF_000689235	NZ_HG939456.1	1851115	1852489	1772	Amidase	http://purl.uniprot.org/uniprot/S9CCW4
GCF-000689235-protein867.fasta	GCF_000689235	NZ_HG939456.1	922253	923279	867	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0M2AWL7
GCF-001026925-protein3092.fasta	GCF_001026925	NZ_CP010867.1	1161704	1162238	3092	DUF3278 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0002B997F2
GCF-000427035-protein2139.fasta	GCF_000427035	NC_021485.1	2813	3704	2139	Transcription regulator [contains diacylglycerol kinase catalytic domain]	http://purl.uniprot.org/uniprot/A0A1D0CFA2
GCF-001026925-protein3186.fasta	GCF_001026925	NZ_CP010867.1	1256474	1257881	3186	Acetylornithine deacetylaseSuccinyl-diaminopimelate desuccinylase and related deacylases	http://purl.uniprot.org/uniprot/A0A0E1EI63
GCF-001026925-protein3610.fasta	GCF_001026925	NZ_CP010867.1	1689659	1692080	3610	ATP-dependent RecD-like DNA helicase	http://purl.uniprot.org/uniprot/A0A0H1WJ69
GCF-001026925-protein2357.fasta	GCF_001026925	NZ_CP010867.1	387729	388251	2357	GNAT family acetyltransferase	http://purl.uniprot.org/uniprot/A0A1F0C8B3
GCF-000007265-protein1992.fasta	GCF_000007265	NC_004116.1	2041159	2042365	1992	Family 8 glycosyl transferase	http://purl.uniprot.org/uniprot/A0A1F0C8Z9
GCF-000007265-protein1272.fasta	GCF_000007265	NC_004116.1	1318222	1318726	1272	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8DZ14
GCF-000012705-protein2945.fasta	GCF_000012705	NC_007432.1	868292	869387	2945	PucR family transcriptional regulator	http://purl.uniprot.org/uniprot/S9CES4
GCF-001026925-protein2316.fasta	GCF_001026925	NZ_CP010867.1	343810	344587	2316	Pyruvate formate lyase-activating protein	http://purl.uniprot.org/uniprot/A0A1F0CBS3
GCF-001026925-protein2172.fasta	GCF_001026925	NZ_CP010867.1	198662	199379	2172	SAM-dependent methyltransferase	http://purl.uniprot.org/uniprot/A0A0E1EFB8
GCF-001026925-protein3993.fasta	GCF_001026925	NZ_CP010867.1	2068863	2069217	3993	S4 domain-containing protein YaaA	http://purl.uniprot.org/uniprot/A0A0H1FI12
GCF-001026925-protein2895.fasta	GCF_001026925	NZ_CP010867.1	960833	961856	2895	ATP-dependent 6-phosphofructokinase	http://purl.uniprot.org/uniprot/P65696
GCF-001026925-protein2448.fasta	GCF_001026925	NZ_CP010867.1	476232	477306	2448	Lon-like protease with PDZ domain	http://purl.uniprot.org/uniprot/A0A076Z582
GCF-001026925-protein3269.fasta	GCF_001026925	NZ_CP010867.1	1345316	1346309	3269	Ferredoxin--NADP reductase	http://purl.uniprot.org/uniprot/A0A0E1ENW3
GCF-000012705-protein2189.fasta	GCF_000012705	NC_007432.1	97531	97963	2189	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7WTQ9
GCF-001026925-protein3749.fasta	GCF_001026925	NZ_CP010867.1	1834548	1835415	3749	PTS system, N-acetylgalactosamine-specific IIC component	http://purl.uniprot.org/uniprot/A0A0E1EJT4
GCF-000689235-protein1120.fasta	GCF_000689235	NZ_HG939456.1	1186062	1186665	1120	Nitroreductase family protein	http://purl.uniprot.org/uniprot/E7S3T6
GCF-000689235-protein1490.fasta	GCF_000689235	NZ_HG939456.1	1564754	1565741	1490	DhaKLM operon coactivator DhaQ	http://purl.uniprot.org/uniprot/S8G0K5
GCF-001026925-protein3349.fasta	GCF_001026925	NZ_CP010867.1	1423580	1424600	3349	Ammonium transporter	http://purl.uniprot.org/uniprot/A0A1D0CUG0
GCF-000007265-protein549.fasta	GCF_000007265	NC_004116.1	567731	568406	549	Single-stranded DNA-binding protein	http://purl.uniprot.org/uniprot/A0A1F0CJ56
GCF-000689235-protein1445.fasta	GCF_000689235	NZ_HG939456.1	1520056	1520746	1445	Membrane protein	http://purl.uniprot.org/uniprot/S9C8C8
GCF-000007265-protein1294.fasta	GCF_000007265	NC_004116.1	1336427	1339367	1294	YSIRK signal domain/LPXTG anchor domain surface protein	http://purl.uniprot.org/uniprot/A0A1F0C9G1
GCF-000007265-protein1231.fasta	GCF_000007265	NC_004116.1	1275138	1275759	1231	Cadmium resistance transporter, putative	http://purl.uniprot.org/uniprot/Q8DZ55
GCF-000427035-protein3361.fasta	GCF_000427035	NC_021485.1	1300365	1301199	3361	transcription antiterminator	http://purl.uniprot.org/uniparc/UPI0002B94A64
GCF-001026925-protein3448.fasta	GCF_001026925	NZ_CP010867.1	1531760	1532213	3448	RNA-binding protein	http://purl.uniprot.org/uniprot/S8G6H1
GCF-000689235-protein1908.fasta	GCF_000689235	NZ_HG939456.1	1985715	1986036	1908	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E4T0
GCF-001026925-protein3363.fasta	GCF_001026925	NZ_CP010867.1	1441805	1443314	3363	Glycosyltransferase Gtf1	http://purl.uniprot.org/uniprot/A0A0H1Y061
GCF-000689235-protein685.fasta	GCF_000689235	NZ_HG939456.1	721965	722658	685	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	http://purl.uniprot.org/uniprot/Q3K1U2
GCF-000007265-protein210.fasta	GCF_000007265	NC_004116.1	233014	233491	210	Cro/Cl family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1F0CCK4
GCF-000427035-protein2665.fasta	GCF_000427035	NC_021485.1	559258	559522	2665	type B 50S ribosomal protein L31	http://purl.uniprot.org/uniparc/UPI000332D952
GCF-000196055-protein1354.fasta	GCF_000196055	NC_004368.1	1402833	1403385	1354	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E4P7
GCF-001026925-protein2175.fasta	GCF_001026925	NZ_CP010867.1	200649	202395	2175	Sensor protein LytS	http://purl.uniprot.org/uniprot/Q8E218
GCF-000007265-protein288.fasta	GCF_000007265	NC_004116.1	307764	310017	288	Penicillin-binding protein 1A	http://purl.uniprot.org/uniprot/Q8E1Q5
GCF-001026925-protein2508.fasta	GCF_001026925	NZ_CP010867.1	537536	539468	2508	Fructose-1,6-bisphosphatase class 3	http://purl.uniprot.org/uniprot/Q3K2F6
GCF-001026925-protein2755.fasta	GCF_001026925	NZ_CP010867.1	801955	803494	2755	Cell wall surface anchor protein	http://purl.uniprot.org/uniprot/S9KP69
GCF-000689235-protein459.fasta	GCF_000689235	NZ_HG939456.1	487960	488341	459	Rhodanese-like domain-containing protein	http://purl.uniprot.org/uniprot/F8XYV2
GCF-000012705-protein2555.fasta	GCF_000012705	NC_007432.1	480559	482044	2555	UDP-glucose--hexose-1-phosphate uridylyltransferase	http://purl.uniprot.org/uniparc/UPI00027E3B5A
GCF-000007265-protein896.fasta	GCF_000007265	NC_004116.1	931677	933855	896	Putative membrane protein	http://purl.uniprot.org/uniprot/W3XQS0
GCF-000689235-protein778.fasta	GCF_000689235	NZ_HG939456.1	821385	822102	778	ATP synthase subunit a	http://purl.uniprot.org/uniprot/Q3K1K0
GCF-001026925-protein3986.fasta	GCF_001026925	NZ_CP010867.1	2062231	2062771	3986	Peptidoglycan-binding protein LysM	http://purl.uniprot.org/uniprot/S9CFL4
GCF-001026925-protein3940.fasta	GCF_001026925	NZ_CP010867.1	2019121	2020486	3940	Sensor protein basSpmrB	http://purl.uniprot.org/uniprot/A0A0E1EQQ0
GCF-000007265-protein1226.fasta	GCF_000007265	NC_004116.1	1270454	1271051	1226	TIGR01906 family protein	http://purl.uniprot.org/uniprot/G5KBJ1
GCF-001026925-protein3233.fasta	GCF_001026925	NZ_CP010867.1	1306034	1307318	3233	3-hydroxy-3-methylglutaryl coenzyme A reductase	http://purl.uniprot.org/uniprot/Q8E4L4
GCF-001026925-protein2698.fasta	GCF_001026925	NZ_CP010867.1	742241	742946	2698	DNA-binding response regulator	http://purl.uniprot.org/uniprot/F8XZE1
GCF-001026925-protein3927.fasta	GCF_001026925	NZ_CP010867.1	2009680	2011096	3927	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1J7XGJ9
GCF-000427035-protein4011.fasta	GCF_000427035	NC_021485.1	1963443	1964652	4011	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1T685
GCF-000427035-protein3395.fasta	GCF_000427035	NC_021485.1	1336252	1336486	3395	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1V2SP18
GCF-001026925-protein2639.fasta	GCF_001026925	NZ_CP010867.1	675463	676000	2639		
GCF-001026925-protein2596.fasta	GCF_001026925	NZ_CP010867.1	632454	633711	2596	Methyltransferase	http://purl.uniprot.org/uniprot/A0A0H1VVN3
GCF-001026925-protein2739.fasta	GCF_001026925	NZ_CP010867.1	781925	782543	2739	epimerase	http://purl.uniprot.org/uniparc/UPI00005C75E9
GCF-000689235-protein819.fasta	GCF_000689235	NZ_HG939456.1	871660	871954	819		
GCF-001026925-protein3808.fasta	GCF_001026925	NZ_CP010867.1	1898068	1898884	3808	Exodeoxyribonuclease III	http://purl.uniprot.org/uniprot/A0A1C0BDI7
GCF-001026925-protein2606.fasta	GCF_001026925	NZ_CP010867.1	640263	640962	2606	ATP-dependent Clp protease proteolytic subunit	http://purl.uniprot.org/uniprot/A0A0H1TNS8
GCF-001026925-protein3825.fasta	GCF_001026925	NZ_CP010867.1	1912675	1913146	3825	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y3H0
GCF-001026925-protein3974.fasta	GCF_001026925	NZ_CP010867.1	2049244	2050429	3974	Site-specific recombinase, phage integrase family	http://purl.uniprot.org/uniprot/E7S1B1
GCF-000689235-protein742.fasta	GCF_000689235	NZ_HG939456.1	782092	782356	742	Phosphocarrier protein HPr	http://purl.uniprot.org/uniprot/S9B131
GCF-000007265-protein1950.fasta	GCF_000007265	NC_004116.1	1990491	1990869	1950	Uncharacterized protein	http://purl.uniprot.org/uniprot/G5KDV6
GCF-000012705-protein3993.fasta	GCF_000012705	NC_007432.1	1951889	1952264	3993	DUF1310 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0002643158
GCF-001026925-protein2880.fasta	GCF_001026925	NZ_CP010867.1	943099	944932	2880	Elongation factor 4	http://purl.uniprot.org/uniprot/P65273
GCF-001026925-protein2944.fasta	GCF_001026925	NZ_CP010867.1	1011282	1012056	2944	Membrane protein	http://purl.uniprot.org/uniprot/S9B2F9
GCF-001026925-protein2289.fasta	GCF_001026925	NZ_CP010867.1	314861	315683	2289	NH(3)-dependent NAD(+) synthetase	http://purl.uniprot.org/uniprot/Q3K383
GCF-000689235-protein1976.fasta	GCF_000689235	NZ_HG939456.1	2043427	2044294	1976	Putative sugar uptake protein SAG2157	http://purl.uniprot.org/uniprot/Q8DWQ7
GCF-000427035-protein3755.fasta	GCF_000427035	NC_021485.1	1697320	1699336	3755	DNA helicase RecG	http://purl.uniprot.org/uniparc/UPI000332E339
GCF-000689235-protein1668.fasta	GCF_000689235	NZ_HG939456.1	1745005	1745467	1668	Small multi-drug export	http://purl.uniprot.org/uniprot/S9B2F3
GCF-000689235-protein61.fasta	GCF_000689235	NZ_HG939456.1	80128	80473	61	50S ribosomal protein L22	http://purl.uniprot.org/uniprot/S9CK20
GCF-001026925-protein2133.fasta	GCF_001026925	NZ_CP010867.1	151592	152855	2133	Fe-S cluster assembly protein SufD	http://purl.uniprot.org/uniprot/A0A0E1EES7
GCF-000007265-protein1235.fasta	GCF_000007265	NC_004116.1	1278135	1279551	1235	ImpB/MucB/SamB family protein	http://purl.uniprot.org/uniprot/Q8DZ50
GCF-001026925-protein2064.fasta	GCF_001026925	NZ_CP010867.1	82945	83344	2064	30S ribosomal protein S8	http://purl.uniprot.org/uniprot/A0A0H1W5U2
GCF-001026925-protein3584.fasta	GCF_001026925	NZ_CP010867.1	1665044	1666007	3584	Transcriptional regulator, LacI family	http://purl.uniprot.org/uniprot/E7S2P5
GCF-000689235-protein1230.fasta	GCF_000689235	NZ_HG939456.1	1299534	1300530	1230	Nucleotide sugar synthetase-like protein	http://purl.uniprot.org/uniprot/A0A1J7VNW7
GCF-001026925-protein3085.fasta	GCF_001026925	NZ_CP010867.1	1153597	1154485	3085	Polysaccharide deacetylase	http://purl.uniprot.org/uniprot/A0A0H1XHN4
GCF-000012705-protein3976.fasta	GCF_000012705	NC_007432.1	1940574	1940784	3976	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1WPU6
GCF-001026925-protein2157.fasta	GCF_001026925	NZ_CP010867.1	189286	189700	2157	Competence protein	http://purl.uniprot.org/uniprot/A0A0H1Y6V1
GCF-000689235-protein826.fasta	GCF_000689235	NZ_HG939456.1	879132	879570	826	Peptide methionine sulfoxide reductase MsrB	http://purl.uniprot.org/uniprot/A0A1J7VS81
GCF-000007265-protein1205.fasta	GCF_000007265	NC_004116.1	1252056	1252674	1205	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7WR54
GCF-000689235-protein262.fasta	GCF_000689235	NZ_HG939456.1	288692	288998	262	Bacteriocin immunity protein	http://purl.uniprot.org/uniprot/A0A076YYP4
GCF-000689235-protein1931.fasta	GCF_000689235	NZ_HG939456.1	2010017	2010524	1931	DUF4065 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00005BB4D2
GCF-001026925-protein3702.fasta	GCF_001026925	NZ_CP010867.1	1783729	1785409	3702	Transcriptional antiterminator with PTS regulation domain	http://purl.uniprot.org/uniprot/A0A0H1WT04
GCF-000689235-protein1839.fasta	GCF_000689235	NZ_HG939456.1	1908453	1909539	1839	3-dehydroquinate synthase	http://purl.uniprot.org/uniprot/E7S1K3
GCF-000689235-protein33.fasta	GCF_000689235	NZ_HG939456.1	52000	52831	33	Sugar ABC transporter permease	http://purl.uniprot.org/uniprot/S9B381
GCF-000689235-protein1952.fasta	GCF_000689235	NZ_HG939456.1	2020648	2020990	1952	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BA33AF
